Player Name,player_link,Position,Age,nation,matches,goals,assists,Points,Market Value,Market_Value_EUR
Sven Braken,https://www.transfermarkt.com/sven-braken/profil/spieler/185400,Centre-Forward,31,Netherlands,36,11,3,14,€250k,250000
Cassiano,https://www.transfermarkt.com/cassiano/profil/spieler/238367,Centre-Forward,35,Brazil,29,11,3,14,€200k,200000
Jamie Vardy,https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838,Centre-Forward,37,England,36,10,4,14,€1.00m,1000000
Nahki Wells,https://www.transfermarkt.com/nahki-wells/profil/spieler/173483,Centre-Forward,34,Bermuda,41,10,4,14,€300k,300000
Piotr Parzyszek,https://www.transfermarkt.com/piotr-parzyszek/profil/spieler/155202,Centre-Forward,30,"Poland, Netherlands",31,9,5,14,€400k,400000
Michael Smith,https://www.transfermarkt.com/michael-smith/profil/spieler/96173,Centre-Forward,32,England,44,8,6,14,€250k,250000
Raphael Odogwu,https://www.transfermarkt.com/raphael-odogwu/profil/spieler/307335,Centre-Forward,33,"Italy, Nigeria",38,5,9,14,€350k,350000
Hakan Gökcek,https://www.transfermarkt.com/hakan-gokcek/profil/spieler/190528,Centre-Forward,31,Austria,31,13,0,13,,
John Marquis,https://www.transfermarkt.com/john-marquis/profil/spieler/130395,Centre-Forward,32,England,42,12,1,13,€100k,100000
Nenad Vidackovic,https://www.transfermarkt.com/nenad-vidackovic/profil/spieler/194702,Centre-Forward,32,"Austria, Serbia",30,12,1,13,,
Cristhian Stuani,https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323,Centre-Forward,37,"Uruguay, Italy",33,11,2,13,€1.00m,1000000
Simone Corazza,https://www.transfermarkt.com/simone-corazza/profil/spieler/155036,Centre-Forward,33,Italy,35,11,2,13,€300k,300000
Rob van der Leij,https://www.transfermarkt.com/rob-van-der-leij/profil/spieler/328215,Centre-Forward,32,Netherlands,26,11,2,13,,
Adriano Grimaldi,https://www.transfermarkt.com/adriano-grimaldi/profil/spieler/69392,Centre-Forward,33,"Germany, Italy",31,10,3,13,€350k,350000
Jan Bednar,https://www.transfermarkt.com/jan-bednar/profil/spieler/1061415,Centre-Forward,31,Czech Republic,34,10,3,13,,
Kai Brünker,https://www.transfermarkt.com/kai-brunker/profil/spieler/284058,Centre-Forward,30,Germany,28,9,4,13,€350k,350000
Gaëtan Courtet,https://www.transfermarkt.com/gaetan-courtet/profil/spieler/171408,Centre-Forward,35,France,39,7,6,13,€200k,200000
Dominik Rotter,https://www.transfermarkt.com/dominik-rotter/profil/spieler/88944,Centre-Forward,33,Austria,31,12,0,12,,
Roberto Inglese,https://www.transfermarkt.com/roberto-inglese/profil/spieler/159337,Centre-Forward,32,Italy,27,11,1,12,€250k,250000
Rodrigo Escudero,https://www.transfermarkt.com/rodrigo-escudero/profil/spieler/446188,Centre-Forward,30,Spain,33,11,1,12,€250k,250000
Martin Holek,https://www.transfermarkt.com/martin-holek/profil/spieler/180549,Centre-Forward,35,Czech Republic,32,11,1,12,,
Wout Weghorst,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645,Centre-Forward,31,Netherlands,28,10,2,12,€4.00m,4000000
Oleksandr Filippov,https://www.transfermarkt.com/oleksandr-filippov/profil/spieler/237623,Centre-Forward,31,Ukraine,28,10,2,12,€500k,500000
Leonardo Mancuso,https://www.transfermarkt.com/leonardo-mancuso/profil/spieler/160344,Centre-Forward,32,Italy,40,10,2,12,€450k,450000
Alex Schalk,https://www.transfermarkt.com/alex-schalk/profil/spieler/186228,Centre-Forward,31,Netherlands,24,10,2,12,€325k,325000
Yusuf,https://www.transfermarkt.com/yusuf/profil/spieler/351181,Centre-Forward,31,Bahrain,28,9,3,12,€400k,400000
Aleksey Skvortsov,https://www.transfermarkt.com/aleksey-skvortsov/profil/spieler/220671,Centre-Forward,32,Russia,34,9,3,12,€125k,125000
Duckens Nazon,https://www.transfermarkt.com/duckens-nazon/profil/spieler/345763,Centre-Forward,30,"Haiti, France",33,8,4,12,€1.20m,1200000
Pylyp Budkivskyi,https://www.transfermarkt.com/pylyp-budkivskyi/profil/spieler/99863,Centre-Forward,32,Ukraine,27,8,4,12,€350k,350000
Vasyl Tsyutsyura,https://www.transfermarkt.com/vasyl-tsyutsyura/profil/spieler/321275,Centre-Forward,30,Ukraine,23,8,4,12,€150k,150000
Anton Zabolotnyi,https://www.transfermarkt.com/anton-zabolotnyi/profil/spieler/70114,Centre-Forward,33,Russia,31,6,6,12,€700k,700000
Jakub Rolinc,https://www.transfermarkt.com/jakub-rolinc/profil/spieler/159798,Centre-Forward,32,Czech Republic,27,6,6,12,,
Robert Glatzel,https://www.transfermarkt.com/robert-glatzel/profil/spieler/196139,Centre-Forward,30,"Germany, Eritrea",16,11,0,11,€3.00m,3000000
Mirco Antenucci,https://www.transfermarkt.com/mirco-antenucci/profil/spieler/83458,Centre-Forward,39,Italy,37,11,0,11,,
Rene Prantl,https://www.transfermarkt.com/rene-prantl/profil/spieler/154443,Centre-Forward,34,Austria,28,11,0,11,,
Dylan De Belder,https://www.transfermarkt.com/dylan-de-belder/profil/spieler/191949,Centre-Forward,32,Belgium,20,11,0,11,,
Jürgen Locadia,https://www.transfermarkt.com/jurgen-locadia/profil/spieler/166240,Centre-Forward,30,"Curacao, Netherlands",24,10,1,11,€200k,200000
Roberto,https://www.transfermarkt.com/roberto/profil/spieler/194330,Centre-Forward,35,Portugal,32,10,1,11,€100k,100000
Higinio Marín,https://www.transfermarkt.com/higinio-marin/profil/spieler/242882,Centre-Forward,30,Spain,22,9,2,11,€800k,800000
Khouma Babacar,https://www.transfermarkt.com/khouma-babacar/profil/spieler/124902,Centre-Forward,31,"Senegal, Italy",25,9,2,11,€150k,150000
Malik Tchokounté,https://www.transfermarkt.com/malik-tchokounte/profil/spieler/412085,Centre-Forward,35,"France, Cameroon",34,9,2,11,€150k,150000
Massimo Coda,https://www.transfermarkt.com/massimo-coda/profil/spieler/33763,Centre-Forward,35,Italy,35,8,3,11,€500k,500000
Pascal Testroet,https://www.transfermarkt.com/pascal-testroet/profil/spieler/53521,Centre-Forward,33,Germany,29,8,3,11,€225k,225000
Tomas Poznar,https://www.transfermarkt.com/tomas-poznar/profil/spieler/81979,Centre-Forward,35,Czech Republic,31,8,3,11,€50k,50000
Yordy Reyna,https://www.transfermarkt.com/yordy-reyna/profil/spieler/200779,Centre-Forward,30,Peru,29,7,4,11,€400k,400000
Fabian Schleusener,https://www.transfermarkt.com/fabian-schleusener/profil/spieler/229176,Centre-Forward,32,Germany,33,7,4,11,€400k,400000
Dmitriy Barkov,https://www.transfermarkt.com/dmitriy-barkov/profil/spieler/182403,Centre-Forward,32,Russia,24,7,4,11,,
Danzell Gravenberch,https://www.transfermarkt.com/danzell-gravenberch/profil/spieler/186282,Centre-Forward,30,"Suriname, Netherlands",37,6,5,11,€250k,250000
Cheikne Sylla,https://www.transfermarkt.com/cheikne-sylla/profil/spieler/809132,Centre-Forward,30,Mali,15,6,5,11,€200k,200000
Darijo Pecirep,https://www.transfermarkt.com/darijo-pecirep/profil/spieler/155596,Centre-Forward,32,Croatia,28,5,6,11,€150k,150000
James Collins,https://www.transfermarkt.com/james-collins/profil/spieler/62640,Centre-Forward,33,"Ireland, England",40,10,0,10,€125k,125000
Lee Gregory,https://www.transfermarkt.com/lee-gregory/profil/spieler/208428,Centre-Forward,35,England,22,10,0,10,€100k,100000
Sam Valcke,https://www.transfermarkt.com/sam-valcke/profil/spieler/323963,Centre-Forward,31,Belgium,25,10,0,10,,
Francesco Grandolfo,https://www.transfermarkt.com/francesco-grandolfo/profil/spieler/138295,Centre-Forward,31,Italy,29,9,1,10,€250k,250000
Michy Batshuayi,https://www.transfermarkt.com/michy-batshuayi/profil/spieler/179184,Centre-Forward,30,"Belgium, DR Congo",30,8,2,10,€4.00m,4000000
Vincent Aboubakar,https://www.transfermarkt.com/vincent-aboubakar/profil/spieler/147487,Centre-Forward,32,Cameroon,28,8,2,10,€1.20m,1200000
Umut Nayir,https://www.transfermarkt.com/umut-nayir/profil/spieler/248271,Centre-Forward,31,Türkiye,39,8,2,10,€700k,700000
Florian Niederlechner,https://www.transfermarkt.com/florian-niederlechner/profil/spieler/152963,Centre-Forward,33,Germany,31,8,2,10,€400k,400000
Borja Valle,https://www.transfermarkt.com/borja-valle/profil/spieler/176067,Centre-Forward,31,Spain,37,8,2,10,€300k,300000
Martin Voracek,https://www.transfermarkt.com/martin-voracek/profil/spieler/196294,Centre-Forward,31,Czech Republic,30,8,2,10,,
Ui-jo Hwang,https://www.transfermarkt.com/ui-jo-hwang/profil/spieler/260166,Centre-Forward,31,"Korea, South",33,7,3,10,€700k,700000
Dioni,https://www.transfermarkt.com/dioni/profil/spieler/164402,Centre-Forward,34,Spain,39,7,3,10,€250k,250000
Thuram,https://www.transfermarkt.com/thuram/profil/spieler/258618,Centre-Forward,33,Brazil,35,7,3,10,€100k,100000
Rui Fonte,https://www.transfermarkt.com/rui-fonte/profil/spieler/9335,Centre-Forward,34,Portugal,33,7,3,10,,
Joshua King,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,Centre-Forward,32,Norway,30,6,4,10,€1.80m,1800000
Branimir Hrgota,https://www.transfermarkt.com/branimir-hrgota/profil/spieler/171209,Centre-Forward,31,"Sweden, Croatia",35,6,4,10,€800k,800000
Yacine Bammou,https://www.transfermarkt.com/yacine-bammou/profil/spieler/276255,Centre-Forward,32,"Morocco, France",34,6,4,10,€250k,250000
Marco Djuricin,https://www.transfermarkt.com/marco-djuricin/profil/spieler/92989,Centre-Forward,31,Austria,12,6,4,10,€150k,150000
Davis Mensah,https://www.transfermarkt.com/davis-mensah/profil/spieler/307334,Centre-Forward,32,"Italy, Ghana",37,2,8,10,€175k,175000
Juanto Ortuño,https://www.transfermarkt.com/juanto-ortuno/profil/spieler/213875,Centre-Forward,32,Spain,37,9,0,9,€350k,350000
Caye Quintana,https://www.transfermarkt.com/caye-quintana/profil/spieler/238471,Centre-Forward,30,Spain,33,9,0,9,€150k,150000
Roman Ferber,https://www.transfermarkt.com/roman-ferber/profil/spieler/337689,Centre-Forward,31,Belgium,22,9,0,9,,
Kenan Kodro,https://www.transfermarkt.com/kenan-kodro/profil/spieler/197126,Centre-Forward,30,"Bosnia-Herzegovina, Spain",32,8,1,9,€800k,800000
Ognjen Ozegovic,https://www.transfermarkt.com/ognjen-ozegovic/profil/spieler/144304,Centre-Forward,30,"Serbia, Bosnia-Herzegovina",29,8,1,9,€500k,500000
Ricky van Wolfswinkel,https://www.transfermarkt.com/ricky-van-wolfswinkel/profil/spieler/41355,Centre-Forward,35,Netherlands,28,8,1,9,€400k,400000
Jacopo Murano,https://www.transfermarkt.com/jacopo-murano/profil/spieler/164164,Centre-Forward,34,Italy,31,8,1,9,€250k,250000
Armand Gnanduillet,https://www.transfermarkt.com/armand-gnanduillet/profil/spieler/194533,Centre-Forward,32,"Cote d'Ivoire, France",21,8,1,9,€150k,150000
Khalid Boutaïb,https://www.transfermarkt.com/khalid-boutaib/profil/spieler/231941,Centre-Forward,37,"Morocco, France",30,8,1,9,€150k,150000
Steven Fletcher,https://www.transfermarkt.com/steven-fletcher/profil/spieler/35099,Centre-Forward,37,"Scotland, England",41,8,1,9,€50k,50000
Vedat Muriqi,https://www.transfermarkt.com/vedat-muriqi/profil/spieler/256267,Centre-Forward,30,"Kosovo, Albania",31,7,2,9,€5.00m,5000000
Luca Schnellbacher,https://www.transfermarkt.com/luca-schnellbacher/profil/spieler/229991,Centre-Forward,30,Germany,31,7,2,9,€600k,600000
Riad Bajic,https://www.transfermarkt.com/riad-bajic/profil/spieler/263267,Centre-Forward,30,Bosnia-Herzegovina,35,7,2,9,€450k,450000
Petros Giakoumakis,https://www.transfermarkt.com/petros-giakoumakis/profil/spieler/332802,Centre-Forward,31,Greece,11,7,2,9,€225k,225000
Jan Chramosta,https://www.transfermarkt.com/jan-chramosta/profil/spieler/95792,Centre-Forward,33,Czech Republic,24,7,2,9,€175k,175000
Roman Debelko,https://www.transfermarkt.com/roman-debelko/profil/spieler/262182,Centre-Forward,30,Ukraine,22,7,2,9,,
Simy,https://www.transfermarkt.com/simy/profil/spieler/194549,Centre-Forward,32,Nigeria,25,6,3,9,€400k,400000
Pito Camacho,https://www.transfermarkt.com/pito-camacho/profil/spieler/350001,Centre-Forward,34,Spain,27,6,3,9,€100k,100000
Martin Jindracek,https://www.transfermarkt.com/martin-jindracek/profil/spieler/88752,Centre-Forward,34,Czech Republic,16,6,3,9,,
Dennis Srbeny,https://www.transfermarkt.com/dennis-srbeny/profil/spieler/159239,Centre-Forward,30,Germany,35,5,4,9,€550k,550000
Chris Martin,https://www.transfermarkt.com/chris-martin/profil/spieler/46154,Centre-Forward,35,"Scotland, England",26,5,4,9,€75k,75000
Maksym Marusych,https://www.transfermarkt.com/maksym-marusych/profil/spieler/325386,Centre-Forward,30,Ukraine,24,4,5,9,€200k,200000
Kevin Friesenbichler,https://www.transfermarkt.com/kevin-friesenbichler/profil/spieler/106848,Centre-Forward,30,Austria,25,4,5,9,,
Giacomo Beretta,https://www.transfermarkt.com/giacomo-beretta/profil/spieler/91241,Centre-Forward,32,Italy,28,8,0,8,€100k,100000
Nico Binst,https://www.transfermarkt.com/nico-binst/profil/spieler/221938,Centre-Forward,32,Belgium,30,8,0,8,,
Kevin Lasagna,https://www.transfermarkt.com/kevin-lasagna/profil/spieler/131951,Centre-Forward,31,Italy,35,7,1,8,€750k,750000
Gedeon Guzina,https://www.transfermarkt.com/gedeon-guzina/profil/spieler/447462,Centre-Forward,30,"Bosnia-Herzegovina, Serbia",13,7,1,8,€400k,400000
Kacper Przybylko,https://www.transfermarkt.com/kacper-przybylko/profil/spieler/86030,Centre-Forward,31,"Poland, Germany",25,7,1,8,€300k,300000
Nicolas de Préville,https://www.transfermarkt.com/nicolas-de-preville/profil/spieler/122116,Centre-Forward,33,France,20,7,1,8,€150k,150000
Rafael Martins,https://www.transfermarkt.com/rafael-martins/profil/spieler/99499,Centre-Forward,35,Brazil,27,7,1,8,€50k,50000
Libor Kozák,https://www.transfermarkt.com/libor-kozak/profil/spieler/63824,Centre-Forward,35,Czech Republic,27,7,1,8,,
Vojtech Hadascok,https://www.transfermarkt.com/vojtech-hadascok/profil/spieler/178519,Centre-Forward,32,Czech Republic,24,7,1,8,,
Marko Arnautovic,https://www.transfermarkt.com/marko-arnautovic/profil/spieler/41384,Centre-Forward,35,"Austria, Serbia",21,6,2,8,€3.00m,3000000
João Pedro,https://www.transfermarkt.com/joao-pedro/profil/spieler/129129,Centre-Forward,32,"Italy, Brazil",36,6,2,8,€1.80m,1800000
Stéphane Bahoken,https://www.transfermarkt.com/stephane-bahoken/profil/spieler/170953,Centre-Forward,32,"Cameroon, France",22,6,2,8,€475k,475000
Francesco Nicastro,https://www.transfermarkt.com/francesco-nicastro/profil/spieler/130498,Centre-Forward,32,Italy,34,6,2,8,€300k,300000
Ruslan Stepanyuk,https://www.transfermarkt.com/ruslan-stepanyuk/profil/spieler/222079,Centre-Forward,32,Ukraine,31,6,2,8,€250k,250000
Federico Macheda,https://www.transfermarkt.com/federico-macheda/profil/spieler/61887,Centre-Forward,32,Italy,24,6,2,8,€200k,200000
Rangelo Janga,https://www.transfermarkt.com/rangelo-janga/profil/spieler/111183,Centre-Forward,32,"Curacao, Netherlands",21,6,2,8,€200k,200000
Vasilios Mantzis,https://www.transfermarkt.com/vasilios-mantzis/profil/spieler/382423,Centre-Forward,32,Greece,19,6,2,8,€200k,200000
Dejan Sorgic,https://www.transfermarkt.com/dejan-sorgic/profil/spieler/65442,Centre-Forward,34,"Serbia, Serbia",35,6,2,8,€100k,100000
Simone Rapp,https://www.transfermarkt.com/simone-rapp/profil/spieler/154635,Centre-Forward,31,Switzerland,37,6,2,8,€50k,50000
Thomas Verheydt,https://www.transfermarkt.com/thomas-verheydt/profil/spieler/297365,Centre-Forward,32,Netherlands,32,5,3,8,€175k,175000
Guido Burgstaller,https://www.transfermarkt.com/guido-burgstaller/profil/spieler/49239,Centre-Forward,35,Austria,20,5,3,8,,
Fedor Smolov,https://www.transfermarkt.com/fedor-smolov/profil/spieler/50355,Centre-Forward,34,Russia,24,4,4,8,€1.00m,1000000
Lucas Pérez,https://www.transfermarkt.com/lucas-perez/profil/spieler/73185,Centre-Forward,35,Spain,23,4,4,8,€400k,400000
Daniil Nagovitsin,https://www.transfermarkt.com/daniil-nagovitsin/profil/spieler/296515,Centre-Forward,30,Russia,18,4,4,8,€175k,175000
Sergi Enrich,https://www.transfermarkt.com/sergi-enrich/profil/spieler/81988,Centre-Forward,34,Spain,39,7,0,7,€250k,250000
Enric Gallego,https://www.transfermarkt.com/enric-gallego/profil/spieler/114060,Centre-Forward,37,Spain,36,7,0,7,€200k,200000
Adama Diakite,https://www.transfermarkt.com/adama-diakite/profil/spieler/120884,Centre-Forward,30,"Cote d'Ivoire, Italy",26,7,0,7,€200k,200000
Stefan Kutschke,https://www.transfermarkt.com/stefan-kutschke/profil/spieler/51069,Centre-Forward,35,Germany,36,7,0,7,€150k,150000
Elias Kachunga,https://www.transfermarkt.com/elias-kachunga/profil/spieler/49501,Centre-Forward,32,"DR Congo, Germany",46,7,0,7,€100k,100000
Stefan Scepovic,https://www.transfermarkt.com/stefan-scepovic/profil/spieler/71273,Centre-Forward,34,Serbia,18,7,0,7,€100k,100000
Mathieu Cornet,https://www.transfermarkt.com/mathieu-cornet/profil/spieler/72734,Centre-Forward,33,Belgium,7,7,0,7,,
Michal Petran,https://www.transfermarkt.com/michal-petran/profil/spieler/187585,Centre-Forward,32,Czech Republic,32,7,0,7,,
Sébastien Haller,https://www.transfermarkt.com/sebastien-haller/profil/spieler/181375,Centre-Forward,30,"Cote d'Ivoire, France",27,6,1,7,€3.00m,3000000
Andrea Belotti,https://www.transfermarkt.com/andrea-belotti/profil/spieler/167727,Centre-Forward,30,Italy,37,6,1,7,€2.00m,2000000
Álvaro Giménez,https://www.transfermarkt.com/alvaro-gimenez/profil/spieler/57935,Centre-Forward,33,Spain,39,6,1,7,€300k,300000
Mattia Finotto,https://www.transfermarkt.com/mattia-finotto/profil/spieler/284604,Centre-Forward,31,Italy,37,6,1,7,€250k,250000
Rodrigo Pinho,https://www.transfermarkt.com/rodrigo-pinho/profil/spieler/366278,Centre-Forward,33,"Brazil, Germany",35,6,1,7,€250k,250000
Saliou Sané,https://www.transfermarkt.com/saliou-sane/profil/spieler/94256,Centre-Forward,31,"Germany, Senegal",14,6,1,7,€150k,150000
Samuele Longo,https://www.transfermarkt.com/samuele-longo/profil/spieler/124560,Centre-Forward,32,Italy,30,6,1,7,€150k,150000
Vaclav Jurecka,https://www.transfermarkt.com/vaclav-jurecka/profil/spieler/248355,Centre-Forward,30,Czech Republic,35,5,2,7,€1.10m,1100000
Andre Gray,https://www.transfermarkt.com/andre-gray/profil/spieler/120565,Centre-Forward,33,"Jamaica, England",26,5,2,7,€600k,600000
Amur Kalmykov,https://www.transfermarkt.com/amur-kalmykov/profil/spieler/546295,Centre-Forward,30,Russia,26,5,2,7,€350k,350000
Streli Mamba,https://www.transfermarkt.com/streli-mamba/profil/spieler/161060,Centre-Forward,30,"Germany, DR Congo",27,5,2,7,€175k,175000
Rodri Ríos,https://www.transfermarkt.com/rodri-rios/profil/spieler/117549,Centre-Forward,34,Spain,37,5,2,7,€150k,150000
Tom Eaves,https://www.transfermarkt.com/tom-eaves/profil/spieler/135136,Centre-Forward,32,England,23,5,2,7,€150k,150000
Jakub Reznicek,https://www.transfermarkt.com/jakub-reznicek/profil/spieler/59772,Centre-Forward,36,"Czech Republic, Slovakia",20,5,2,7,€100k,100000
Zé Luís,https://www.transfermarkt.com/ze-luis/profil/spieler/134602,Centre-Forward,33,"Cape Verde, Portugal",27,5,2,7,€100k,100000
Ömer Faruk Ermeç,https://www.transfermarkt.com/omer-faruk-ermec/profil/spieler/454943,Centre-Forward,31,Türkiye,26,5,2,7,€100k,100000
Fodé Koita,https://www.transfermarkt.com/fode-koita/profil/spieler/79110,Centre-Forward,33,"Guinea, France",26,5,2,7,€50k,50000
Ralf Seuntjens,https://www.transfermarkt.com/ralf-seuntjens/profil/spieler/96472,Centre-Forward,35,Netherlands,37,5,2,7,€50k,50000
Ahmet Dereli,https://www.transfermarkt.com/ahmet-dereli/profil/spieler/183614,Centre-Forward,31,"Türkiye, Germany",22,5,2,7,,
